ORTHOLOG_SET	MIN_PERCENT_ID	MAX_PERCENT_ID	AVG_PERCENT_ID	STD_DEV	NUM_PRODIGAL_STARTS	NUM_CORRECTIONS
G3_D2_0233	48.48	100.0	72.12	19.28	4	1
G3_D2_0862	69.72	100.0	80.95	12.24	5	0
G3_D2_0234	70.96	100.0	84.48	11.15	4	1
G3_D2_0863	72.84	100.0	86.52	9.99	5	0
G3_D2_1367	38.17	100.0	62.09	22.71	0	5
G3_D2_0235	59.56	100.0	76.92	14.59	5	0
G3_D2_3238	76.83	100.0	86.08	8.46	5	0
G3_D2_1366	90.62	100.0	95.29	3.55	5	0
G3_D2_0236	61.75	100.0	78.71	14.56	5	0
G3_D2_0861	79.7	100.0	88.47	7.84	5	0
G3_D2_0237	82.57	100.0	89.1	6.83	5	0
G3_D2_0866	75.0	100.0	86.32	9.61	5	0
G3_D2_0238	51.83	100.0	74.0	18.35	3	2
G3_D2_0867	74.49	100.0	85.76	9.82	5	0
G3_D2_0239	40.17	100.0	67.92	21.7	5	0
G3_D2_0864	68.97	100.0	84.73	10.03	4	1
G3_D2_0865	63.54	100.0	80.4	13.89	5	0
G3_D2_1371	41.06	100.0	60.42	22.7	0	5
G3_D2_1372	40.88	100.0	64.82	21.77	4	1
G3_D2_3242	81.68	100.0	91.48	6.76	5	0
G3_D2_3243	87.71	100.0	93.27	4.48	4	1
G3_D2_0241	69.51	100.0	83.39	11.31	5	0
G3_D2_0870	90.29	100.0	94.33	3.88	5	0
G3_D2_1376	90.15	100.0	94.68	3.23	0	5
G3_D2_0240	29.0	100.0	51.37	27.74	5	0
G3_D2_3245	78.05	100.0	87.47	8.09	0	5
G3_D2_1373	72.87	100.0	84.31	9.51	5	0
G3_D2_0243	46.4	100.0	74.38	17.12	0	5
G3_D2_3246	81.29	100.0	90.47	6.35	3	2
G3_D2_1374	65.41	100.0	86.86	12.05	4	1
G3_D2_0242	85.82	100.0	92.28	5.23	5	0
G3_D2_0207	55.46	100.0	74.9	16.71	0	5
G3_D2_0854	40.07	100.0	66.37	22.11	0	5
G3_D2_0206	15.87	100.0	54.61	28.63	5	0
G3_D2_0853	90.27	100.0	95.67	3.84	5	0
G3_D2_0205	59.09	100.0	77.06	14.77	5	0
G3_D2_0856	89.13	100.0	95.82	3.69	5	0
G3_D2_0204	75.7	100.0	85.47	8.51	5	0
G3_D2_0203	51.33	100.0	82.15	15.55	5	0
G3_D2_0850	82.6	100.0	90.58	6.44	5	0
G3_D2_0202	69.0	100.0	84.13	11.55	5	0
G3_D2_0201	89.73	100.0	94.15	3.73	5	0
G3_D2_0852	87.3	100.0	95.77	5.55	4	1
G3_D2_0200	63.44	100.0	81.14	13.49	4	1
G3_D2_0851	64.05	100.0	81.15	13.09	5	0
G3_D1_1441	73.39	100.0	83.33	9.74	4	1
G3_D2_0209	80.94	100.0	88.67	7.19	5	0
G3_D2_0208	58.54	100.0	75.92	14.15	5	0
G3_D2_0210	83.34	100.0	91.92	6.42	5	0
G3_D2_0216	32.09	100.0	60.47	26.11	3	2
G3_D2_0845	38.74	100.0	75.37	17.21	5	0
G3_D2_0215	74.17	100.0	86.49	9.59	0	5
G3_D2_0844	68.91	100.0	81.87	11.01	4	1
G3_D2_0218	64.53	100.0	81.36	13.01	0	5
G3_D2_0843	79.04	100.0	88.39	7.8	5	0
G3_D2_0217	74.54	100.0	87.61	9.45	4	1
G3_D2_0842	85.57	100.0	93.91	5.09	5	0
G3_D2_0212	48.27	100.0	69.11	19.58	5	0
G3_D2_0841	81.36	100.0	89.91	6.78	5	0
G3_D2_0211	79.36	100.0	88.62	7.81	5	0
G3_D2_0840	89.06	100.0	94.31	3.87	5	0
G3_D2_0213	73.83	100.0	88.85	10.2	5	0
G3_D2_0849	70.04	100.0	87.66	12.18	5	0
G3_D2_0219	63.46	100.0	83.48	14.07	5	0
G3_D2_0848	82.76	100.0	90.02	5.88	5	0
G3_D1_1421	48.33	100.0	77.06	20.38	0	5
G3_D1_1423	26.62	100.0	53.17	27.67	0	5
G3_D1_1425	75.72	100.0	85.73	9.07	5	0
G3_D2_0220	76.28	100.0	87.08	8.55	0	5
G3_D2_0221	84.32	100.0	92.16	5.96	5	0
G3_D2_3205	65.91	100.0	81.72	12.38	4	1
G3_D2_3203	78.65	100.0	89.57	6.67	4	1
G3_D2_0830	70.27	100.0	82.82	10.66	4	1
G3_D2_3204	63.03	100.0	80.02	14.35	5	0
G3_D2_3209	68.87	100.0	80.73	11.32	5	0
G3_D1_0700	74.18	100.0	86.92	9.87	3	2
G3_D2_0832	47.45	100.0	66.75	19.37	5	0
G3_D1_0701	68.78	100.0	81.9	12.09	5	0
G3_D2_0831	68.73	100.0	80.13	13.23	0	5
G3_D2_0834	60.84	100.0	76.11	14.75	5	0
G3_D2_3208	89.37	100.0	95.54	3.75	5	0
G3_D2_0833	63.22	100.0	75.94	13.87	0	5
G3_D2_0836	62.17	100.0	78.44	14.53	5	0
G3_D1_0705	30.44	100.0	65.42	25.23	4	1
G3_D2_0835	67.84	100.0	84.08	11.23	0	5
G3_D1_0702	63.03	100.0	79.5	13.82	0	5
G3_D1_0703	40.43	100.0	75.15	22.05	5	0
G3_D2_0837	71.94	100.0	82.76	10.6	0	5
G3_D1_0708	61.07	100.0	76.92	12.83	5	0
G3_D2_0839	78.54	100.0	88.06	8.24	5	0
G3_D1_0706	55.33	100.0	72.44	17.5	5	0
G3_D1_1413	55.53	100.0	79.85	16.91	0	5
G3_D2_0823	58.77	100.0	79.48	15.21	5	0
G3_D2_0822	80.73	100.0	89.26	7.26	5	0
G3_D2_0826	61.86	100.0	80.34	14.45	5	0
G3_D2_0825	84.62	100.0	93.85	5.93	5	0
G3_D2_0824	57.52	100.0	81.75	16.34	1	4
G3_D2_0829	66.31	100.0	77.77	13.46	5	0
G3_D2_0828	65.3	100.0	80.51	12.79	1	4
G3_D2_3200	66.13	100.0	82.46	12.71	5	0
G3_D2_3202	62.7	100.0	81.97	13.9	5	0
G3_D2_3201	87.63	100.0	93.93	4.21	5	0
G3_D2_0409	60.79	100.0	82.39	15.04	5	0
G3_D2_0408	83.02	100.0	90.47	6.6	5	0
G3_D2_0407	86.25	100.0	93.14	5.42	5	0
G3_D2_0406	75.75	100.0	87.09	7.69	5	0
G3_D2_0405	93.75	100.0	97.86	2.55	5	0
G3_D2_0404	76.19	100.0	89.28	7.77	5	0
G3_D2_0403	75.26	100.0	85.65	8.66	5	0
G3_D2_0401	39.66	100.0	63.89	21.97	0	5
G3_D2_0400	76.97	100.0	86.92	9.06	5	0
G3_D2_0819	28.38	100.0	61.02	23.89	4	1
G3_D2_0817	78.26	100.0	89.27	7.88	5	0
G3_D2_0818	6.83	100.0	48.27	31.55	5	0
G3_D2_0815	83.01	100.0	89.21	7.32	5	0
G3_D2_0816	84.25	100.0	91.62	5.72	5	0
G3_D2_0813	62.21	100.0	76.64	14.7	5	0
G3_D2_0814	83.55	100.0	90.95	6.39	5	0
G3_D2_0811	86.99	100.0	93.17	4.65	5	0
G3_D2_0812	77.04	100.0	86.42	8.7	4	1
G3_D2_0810	91.28	100.0	95.24	3.25	5	0
G3_D2_1310	71.12	100.0	83.09	11.18	5	0
G3_D2_0418	83.73	100.0	89.86	6.38	5	0
G3_D2_0417	74.23	100.0	87.73	8.34	5	0
G3_D2_0419	62.09	100.0	76.58	14.76	5	0
G3_D2_0414	78.89	100.0	90.2	6.62	4	1
G3_D2_0413	80.56	100.0	88.42	6.64	3	2
G3_D2_0416	80.46	100.0	89.74	7.67	5	0
G3_D2_0415	61.78	100.0	80.84	14.09	4	1
G3_D2_0410	91.01	100.0	96.13	3.41	5	0
G3_D2_0412	84.52	100.0	90.63	5.52	5	0
G3_D2_0411	85.59	100.0	92.25	5.46	5	0
G3_D2_2198	84.19	100.0	90.07	6.1	5	0
G3_D2_0806	89.46	100.0	95.14	3.87	5	0
G3_D2_2199	50.82	100.0	78.71	14.57	5	0
G3_D2_0807	82.85	100.0	90.75	6.22	3	2
G3_D2_0808	67.58	100.0	83.62	11.46	5	0
G3_D2_0809	77.51	100.0	87.4	7.48	5	0
G3_D2_2194	34.17	100.0	55.62	26.04	5	0
G3_D2_2195	92.59	100.0	96.44	2.67	5	0
G3_D2_1308	68.78	100.0	83.53	9.92	4	1
G3_D2_2196	92.5	100.0	96.19	2.7	0	5
G3_D2_2197	82.08	100.0	90.28	6.52	5	0
G3_D2_2190	73.17	100.0	85.44	9.69	5	0
G3_D2_2191	56.91	100.0	78.03	16.1	0	5
G3_D2_1304	88.17	100.0	94.16	4.42	5	0
G3_D2_2192	95.73	100.0	98.42	1.68	5	0
G3_D2_1307	80.09	100.0	87.38	7.22	5	0
G3_D2_2193	90.74	100.0	96.59	3.42	5	0
G3_D2_1306	74.07	100.0	85.48	9.41	0	5
G3_D2_1301	72.02	100.0	84.76	9.83	5	0
G3_D2_1300	69.23	100.0	83.95	11.06	5	0
G3_D2_1303	53.59	100.0	74.66	16.71	0	5
G3_D2_1302	80.7	100.0	90.38	7.43	5	0
G3_D1_0793	32.81	100.0	62.72	22.74	0	5
G3_D2_2185	70.27	100.0	82.14	10.62	5	0
G3_D2_2186	72.11	100.0	84.42	10.15	5	0
G3_D2_2183	38.42	100.0	55.28	24.16	5	0
G3_D2_2184	53.57	100.0	73.45	17.37	5	0
G3_D2_2189	76.16	100.0	85.8	9.07	5	0
G3_D2_2187	74.21	100.0	86.75	9.76	4	1
G3_D2_2188	80.68	100.0	91.79	6.91	5	0
G3_D2_2181	91.1	100.0	95.57	3.16	5	0
G3_D2_2182	48.59	100.0	77.22	18.44	5	0
G3_D2_2180	62.78	100.0	75.42	13.91	4	1
G3_D2_2169	79.95	100.0	87.79	7.49	4	1
G3_D2_2172	53.14	100.0	71.77	15.36	1	4
G3_D2_2173	86.78	100.0	92.87	4.86	4	1
G3_D2_2174	89.62	100.0	94.18	3.57	5	0
G3_D2_2175	84.89	100.0	91.49	5.48	5	0
G3_D2_2176	77.15	100.0	85.92	8.85	5	0
G3_D2_2177	76.47	100.0	87.4	9.01	4	1
G3_D2_2178	71.08	100.0	83.37	10.5	5	0
G3_D2_2179	57.21	100.0	75.28	15.56	4	1
G3_D2_2170	82.11	100.0	92.0	6.68	5	0
G3_D2_2171	70.76	100.0	83.02	11.4	5	0
G3_D2_0290	87.6	100.0	92.42	4.83	5	0
G3_D2_1773	73.48	100.0	87.55	10.05	5	0
G3_D2_0295	71.72	100.0	82.92	10.24	4	1
G3_D2_0296	65.63	100.0	80.0	13.2	5	0
G3_D2_0297	56.58	100.0	73.01	17.29	5	0
G3_D2_0298	72.13	100.0	84.43	10.73	0	5
G3_D2_0291	81.24	100.0	89.26	6.93	5	0
G3_D2_0292	80.06	100.0	88.46	7.45	5	0
G3_D2_0293	67.91	100.0	86.27	12.25	5	0
G3_D2_0299	67.22	100.0	80.61	12.02	5	0
G3_D2_1754	50.34	100.0	70.99	16.89	4	1
G3_D2_1753	72.57	100.0	88.52	11.0	0	5
G3_D2_1751	68.67	100.0	84.62	11.67	5	0
G3_D2_1757	87.32	100.0	92.73	5.02	5	0
G3_D2_1756	57.39	100.0	80.0	15.32	4	1
G3_D2_1755	75.0	100.0	87.62	9.07	5	0
G3_D2_1759	64.55	100.0	80.3	13.07	5	0
G3_D2_0273	48.65	100.0	77.46	18.45	5	0
G3_D2_0268	48.04	100.0	71.56	18.09	4	1
G3_D1_0786	80.85	100.0	88.45	7.43	5	0
G3_D1_0787	63.07	100.0	78.39	14.28	5	0
G3_D2_1760	57.65	100.0	76.5	15.14	0	5
G3_D2_1761	87.34	100.0	93.33	4.45	5	0
G3_D2_1763	83.63	100.0	92.31	5.94	4	1
G3_D2_1762	84.39	100.0	92.37	5.68	5	0
G3_D2_1765	79.32	100.0	88.96	7.89	5	0
G3_D2_1764	81.09	100.0	90.71	6.05	1	4
G3_D2_1767	79.59	100.0	88.9	7.26	5	0
G3_D2_1766	74.86	100.0	87.53	8.6	5	0
G3_D2_1769	82.29	100.0	90.03	6.63	5	0
G3_D2_1768	79.47	100.0	88.07	7.55	5	0
G3_D2_0283	48.48	100.0	70.91	18.89	5	0
G3_D2_0287	51.58	100.0	71.22	15.6	4	1
G3_D2_1770	67.33	100.0	79.51	12.1	2	3
G3_D2_1771	28.18	100.0	56.47	26.23	4	1
G3_D2_2615	65.4	100.0	79.9	12.99	4	1
G3_D2_2616	73.15	100.0	85.36	9.49	5	0
G3_D2_2613	55.27	100.0	74.93	17.26	5	0
G3_D2_2614	28.1	100.0	55.64	28.45	5	0
G3_D2_2611	58.58	100.0	77.33	17.2	0	5
G3_D2_2612	55.88	100.0	75.04	17.75	0	5
G3_D2_2610	59.07	100.0	75.49	17.09	0	5
G3_D2_2211	74.64	100.0	85.68	9.12	5	0
G3_D2_0484	89.66	100.0	94.33	3.84	5	0
G3_D2_2212	78.22	100.0	89.29	8.42	5	0
G3_D2_0485	62.78	100.0	83.2	12.53	5	0
G3_D2_0482	75.63	100.0	88.57	9.6	5	0
G3_D2_2210	87.67	100.0	93.4	4.5	5	0
G3_D2_0483	82.66	100.0	90.5	5.88	4	1
G3_D2_2619	73.37	100.0	85.12	9.52	0	5
G3_D1_2343	70.01	100.0	84.25	11.41	5	0
G3_D1_1295	41.76	100.0	61.73	24.6	5	0
G3_D2_0480	92.65	100.0	97.23	2.62	4	1
G3_D1_1296	64.87	100.0	77.66	14.17	5	0
G3_D2_0481	77.2	100.0	91.02	7.89	4	1
G3_D2_2209	83.11	100.0	91.91	5.36	3	2
G3_D2_1724	87.03	100.0	93.99	4.56	5	0
G3_D2_2208	30.0	100.0	59.36	26.53	5	0
G3_D2_1725	68.74	100.0	79.12	12.25	0	5
G3_D2_2207	87.73	100.0	94.46	4.39	5	0
G3_D2_1722	78.95	100.0	86.6	8.32	5	0
G3_D2_2206	89.36	100.0	94.78	3.72	5	0
G3_D2_1723	70.76	100.0	84.04	11.15	4	1
G3_D2_0479	79.81	100.0	89.22	7.45	2	3
G3_D2_2205	89.22	100.0	94.79	4.18	5	0
G3_D2_1720	80.93	100.0	90.38	6.68	5	0
G3_D2_0478	66.04	100.0	84.19	12.2	5	0
G3_D2_2204	75.42	100.0	87.67	8.91	4	1
G3_D2_1721	70.88	100.0	84.99	10.52	4	1
G3_D2_0477	73.91	100.0	85.0	9.88	0	5
G3_D2_2203	57.59	100.0	76.71	15.69	5	0
G3_D2_0476	82.61	100.0	91.45	6.61	5	0
G3_D2_2202	79.1	100.0	89.53	7.32	4	1
G3_D2_0475	68.02	100.0	82.56	12.32	5	0
G3_D2_1726	35.88	100.0	70.36	25.2	5	0
G3_D2_1727	85.79	100.0	92.57	5.49	5	0
G3_D2_2602	84.42	100.0	93.75	6.03	5	0
G3_D2_2604	25.96	100.0	62.28	32.93	5	0
G3_D2_2605	40.61	100.0	67.48	25.99	0	5
G3_D2_2600	54.58	100.0	80.75	15.36	2	3
G3_D2_2220	89.51	100.0	94.75	3.89	5	0
G3_D2_0471	72.94	100.0	88.83	8.95	5	0
G3_D2_2221	84.66	100.0	91.14	5.59	5	0
G3_D2_0472	94.06	100.0	96.72	2.09	5	0
G3_D2_2222	84.3	100.0	91.13	6.17	5	0
G3_D2_0473	73.04	100.0	85.8	9.49	5	0
G3_D2_2223	85.36	100.0	92.71	4.62	4	1
G3_D2_0474	49.29	100.0	70.05	18.82	0	5
G3_D1_2352	65.44	100.0	81.5	13.06	0	5
G3_D2_2609	51.76	100.0	74.05	19.39	0	5
G3_D1_2353	75.95	100.0	87.91	8.67	5	0
G3_D2_0470	88.56	100.0	93.58	3.93	5	0
G3_D2_2218	73.01	100.0	87.75	9.36	5	0
G3_D2_1711	65.24	100.0	79.84	13.29	5	0
G3_D1_2344	50.42	100.0	71.66	16.44	4	1
G3_D2_0469	71.31	100.0	84.85	10.58	5	0
G3_D2_2217	58.67	100.0	76.15	15.59	5	0
G3_D2_1712	64.86	100.0	84.5	11.7	5	0
G3_D1_2345	77.17	100.0	85.3	9.4	0	5
G3_D2_0468	79.55	100.0	87.07	8.05	5	0
G3_D2_1713	71.4	100.0	84.78	10.16	5	0
G3_D1_2346	82.66	100.0	89.15	6.65	5	0
G3_D2_2219	82.76	100.0	90.78	6.65	5	0
G3_D2_1714	47.13	100.0	77.22	18.04	0	5
G3_D2_2214	93.75	100.0	97.28	2.15	5	0
G3_D2_0465	63.55	100.0	80.81	11.89	5	0
G3_D2_2213	91.23	100.0	95.29	3.28	5	0
G3_D2_0464	65.88	100.0	81.5	11.44	5	0
G3_D2_2216	63.48	100.0	78.78	13.84	4	1
G3_D2_0467	87.72	100.0	95.1	4.91	5	0
G3_D2_2215	79.46	100.0	91.21	7.01	4	1
G3_D2_1710	95.98	100.0	97.87	1.56	5	0
G3_D2_0466	68.62	100.0	83.79	11.15	5	0
G3_D2_1719	69.28	100.0	83.66	11.51	4	1
G3_D2_1715	92.13	100.0	96.07	3.07	5	0
G3_D2_1716	84.18	100.0	91.36	5.74	5	0
G3_D2_1717	52.45	100.0	72.98	16.27	5	0
G3_D2_1718	85.02	100.0	91.55	5.65	5	0
G3_D2_2633	73.49	100.0	85.55	10.03	5	0
G3_D2_2634	76.0	100.0	85.24	9.65	5	0
G3_D2_2632	61.6	100.0	74.89	15.14	0	5
G3_D1_2365	89.55	100.0	95.56	3.83	5	0
G3_D2_2230	70.15	100.0	83.52	11.17	2	3
G3_D1_2364	59.66	100.0	75.7	15.0	5	0
G3_D2_2233	80.86	100.0	92.2	6.76	5	0
G3_D2_1750	65.38	100.0	81.08	11.74	0	5
G3_D1_2361	73.37	100.0	84.1	9.87	5	0
G3_D2_2234	88.51	100.0	94.07	3.99	0	5
G3_D1_2360	64.47	100.0	80.42	13.76	5	0
G3_D2_2232	92.68	100.0	95.8	2.7	5	0
G3_D2_2227	75.87	100.0	90.29	8.82	0	5
G3_D2_2226	80.3	100.0	88.02	7.49	5	0
G3_D2_2225	41.67	100.0	74.91	23.64	5	0
G3_D1_2359	84.42	100.0	91.87	5.75	5	0
G3_D2_2224	28.38	100.0	65.21	25.81	0	5
G3_D2_0497	75.27	100.0	85.5	7.98	5	0
G3_D2_1746	80.96	100.0	88.9	6.98	3	2
G3_D1_2357	72.39	100.0	83.77	10.2	5	0
G3_D2_1747	87.85	100.0	93.85	4.67	5	0
G3_D1_2358	63.29	100.0	79.2	14.82	5	0
G3_D2_2229	61.76	100.0	77.1	13.73	0	5
G3_D1_2355	73.06	100.0	84.66	10.14	4	1
G3_D2_2228	64.84	100.0	80.46	12.67	5	0
G3_D2_1748	47.06	100.0	73.12	17.95	5	0
G3_D2_1749	57.06	100.0	75.49	15.92	5	0
G3_D2_2621	20.76	100.0	47.34	30.26	0	5
G3_D2_2622	64.18	100.0	76.49	14.66	5	0
G3_D2_2623	88.9	100.0	93.98	4.03	5	0
G3_D2_2624	82.27	100.0	89.73	6.67	5	0
G3_D2_2627	81.01	100.0	90.28	6.23	4	1
G3_D2_2628	62.18	100.0	77.99	13.35	0	5
G3_D2_2629	36.43	100.0	69.05	21.11	5	0
G3_D2_0490	73.94	100.0	86.85	9.78	5	0
G3_D2_2240	46.48	100.0	72.04	19.93	5	0
G3_D2_0491	81.86	100.0	89.37	7.51	5	0
G3_D2_2241	79.48	100.0	89.18	7.2	0	5
G3_D2_0492	67.36	100.0	82.72	12.27	5	0
G3_D2_2242	49.3	100.0	75.0	18.14	0	5
G3_D2_0493	83.96	100.0	91.56	5.5	5	0
G3_D2_2243	17.59	100.0	57.14	28.79	5	0
G3_D2_0494	67.31	100.0	83.91	12.65	5	0
G3_D2_2244	88.49	100.0	94.43	4.31	5	0
G3_D2_0495	91.78	100.0	95.47	3.0	0	5
G3_D2_0496	84.55	100.0	91.76	5.27	2	3
G3_D2_2236	79.35	100.0	88.27	7.8	0	5
G3_D2_0487	67.2	100.0	84.34	12.1	5	0
G3_D2_2235	71.84	100.0	84.16	10.1	5	0
G3_D2_0486	71.08	100.0	84.51	11.03	5	0
G3_D2_2238	74.88	100.0	87.01	8.92	5	0
G3_D2_1731	70.0	100.0	82.74	11.64	5	0
G3_D2_0489	84.93	100.0	91.96	5.52	4	1
G3_D2_2237	34.43	100.0	60.92	23.61	0	5
G3_D2_0488	77.66	100.0	87.78	7.58	4	1
G3_D1_2366	80.56	100.0	88.09	7.51	5	0
G3_D2_2239	79.72	100.0	86.79	8.35	0	5
G3_D2_1734	60.59	100.0	74.94	14.85	5	0
G3_D1_2367	89.3	100.0	93.64	4.29	5	0
G3_D2_1735	79.25	100.0	88.72	7.84	5	0
G3_D2_1736	61.44	100.0	79.51	14.64	0	5
G3_D2_1737	58.62	100.0	75.09	14.84	0	5
G3_D2_1738	63.57	100.0	79.92	13.23	3	2
G3_D2_1739	75.51	100.0	88.07	9.23	5	0
G3_D2_2256	71.02	100.0	83.17	10.48	5	0
G3_D2_2255	67.91	100.0	84.43	11.09	5	0
G3_D2_2254	82.06	100.0	90.13	6.44	5	0
G3_D2_2253	83.82	100.0	91.35	5.88	5	0
G3_D2_2252	78.1	100.0	89.4	7.54	5	0
G3_D2_2251	85.25	100.0	93.03	5.11	5	0
G3_D2_0437	77.57	100.0	89.63	8.36	5	0
G3_D2_0435	62.5	100.0	81.07	14.05	5	0
G3_D2_0436	67.92	100.0	83.47	12.2	5	0
G3_D2_2248	62.39	100.0	80.03	13.28	4	1
G3_D2_0433	88.04	100.0	93.21	4.72	0	5
G3_D2_2249	65.82	100.0	85.72	10.59	4	1
G3_D2_0434	76.58	100.0	86.93	9.29	5	0
G3_D2_2246	78.04	100.0	86.76	8.1	5	0
G3_D2_0431	60.45	100.0	78.58	15.27	1	4
G3_D2_2247	77.77	100.0	86.93	8.18	5	0
G3_D2_0432	87.8	100.0	93.51	4.64	0	5
G3_D2_2265	60.37	100.0	77.68	15.65	3	2
G3_D2_2264	64.75	100.0	80.59	12.97	4	1
G3_D1_1716	19.46	100.0	64.35	30.19	0	5
G3_D2_2267	74.52	100.0	84.96	9.3	4	1
G3_D1_1715	36.8	100.0	67.95	24.51	0	5
G3_D2_0430	68.72	100.0	82.89	10.96	4	1
G3_D2_2266	76.34	100.0	86.57	9.35	5	0
G3_D2_2263	81.53	100.0	89.68	6.68	5	0
G3_D1_1719	53.16	100.0	75.74	17.0	4	1
G3_D2_2262	51.26	100.0	70.86	16.44	5	0
G3_D1_2310	45.36	100.0	63.73	22.21	0	5
G3_D2_2648	57.47	100.0	80.08	16.22	0	5
G3_D2_0428	87.72	100.0	93.04	4.72	5	0
G3_D2_0429	86.96	100.0	94.43	4.41	5	0
G3_D2_0424	77.88	100.0	87.68	8.16	5	0
G3_D2_0425	91.62	100.0	96.72	2.54	5	0
G3_D2_0426	68.63	100.0	83.26	11.28	5	0
G3_D2_0427	66.67	100.0	80.12	14.0	0	5
G3_D2_2257	74.0	100.0	84.29	10.3	0	5
G3_D2_0420	85.9	100.0	92.26	5.1	5	0
G3_D2_2258	67.95	100.0	81.77	11.78	0	5
G3_D2_0421	57.04	100.0	72.78	16.54	5	0
G3_D2_0422	71.6	100.0	83.14	11.36	2	3
G3_D2_0423	70.81	100.0	85.47	10.55	5	0
G3_D2_2274	65.55	100.0	81.22	12.98	0	5
G3_D2_2273	70.15	100.0	83.12	10.63	5	0
G3_D2_2272	85.78	100.0	91.48	5.42	5	0
G3_D2_2271	71.12	100.0	83.43	10.37	0	5
G3_D2_2277	75.17	100.0	84.16	10.2	5	0
G3_D2_2276	47.93	100.0	76.25	17.93	5	0
G3_D2_2275	41.66	100.0	66.68	23.22	5	0
G3_D2_0460	72.59	100.0	82.69	10.3	3	2
G3_D1_0595	42.54	100.0	65.73	21.5	5	0
G3_D1_0596	60.59	100.0	80.02	14.27	1	4
G3_D1_0597	66.32	100.0	82.96	12.49	5	0
G3_D1_0598	65.35	100.0	80.47	13.15	5	0
G3_D2_2270	53.31	100.0	74.28	15.79	0	5
G3_D2_1707	100.0	100.0	100.0	0.0	5	0
G3_D2_1706	87.95	100.0	93.45	4.62	5	0
G3_D2_1705	83.93	100.0	92.12	5.42	5	0
G3_D2_1704	88.45	100.0	93.73	4.07	5	0
G3_D2_1708	76.4	100.0	88.33	8.56	4	1
G3_D2_0455	80.36	100.0	90.46	6.37	4	1
G3_D2_0456	57.14	100.0	73.8	16.9	5	0
G3_D2_2268	70.76	100.0	83.21	11.06	5	0
G3_D1_2315	65.28	100.0	80.11	12.55	5	0
G3_D2_1703	88.04	100.0	93.22	4.65	5	0
G3_D2_1702	94.92	100.0	97.7	2.14	5	0
G3_D1_2313	50.0	100.0	67.73	20.4	5	0
G3_D2_1701	69.59	100.0	82.94	11.54	5	0
G3_D1_2312	27.53	100.0	57.69	26.86	0	5
G3_D2_0457	72.44	100.0	86.59	10.2	5	0
G3_D2_1700	70.7	100.0	82.52	11.31	5	0
G3_D1_2311	58.89	100.0	73.55	17.14	0	5
G3_D2_0458	52.97	100.0	80.3	17.73	5	0
G3_D2_2283	81.96	100.0	91.5	6.8	5	0
G3_D2_2284	68.29	100.0	82.65	11.23	5	0
G3_D2_2287	66.95	100.0	83.47	11.1	4	1
G3_D2_0452	79.63	100.0	88.7	7.55	5	0
G3_D2_0451	62.5	100.0	76.89	15.75	5	0
G3_D2_2280	82.46	100.0	92.25	6.14	5	0
G3_D2_2279	38.95	100.0	66.14	21.34	5	0
G3_D1_2327	69.72	100.0	83.18	11.54	5	0
G3_D1_2329	57.87	100.0	81.43	14.93	4	1
G3_D2_0444	72.13	100.0	83.54	10.69	5	0
G3_D1_2328	76.6	100.0	88.3	8.41	0	5
G3_D2_0445	89.37	100.0	93.85	3.9	5	0
G3_D2_0446	82.54	100.0	90.2	6.29	5	0
G3_D2_0447	75.59	100.0	84.83	9.09	4	1
G3_D2_0448	80.67	100.0	88.91	7.42	5	0
G3_D1_1203	88.86	100.0	94.19	3.85	5	0
G3_D1_1207	60.83	100.0	75.35	14.84	4	1
G3_D1_1206	68.28	100.0	81.3	12.31	5	0
G3_D1_1204	65.91	100.0	83.64	12.47	5	0
G3_D1_1744	47.06	100.0	70.6	19.63	5	0
G3_D1_1760	77.62	100.0	88.34	7.87	5	0
G3_D1_1754	70.75	100.0	85.84	10.79	0	5
G3_D1_1755	64.86	100.0	78.22	13.28	0	5
G3_D1_1723	48.46	100.0	71.71	17.61	5	0
G3_D1_1724	65.87	100.0	79.02	12.99	0	5
G3_D1_1721	65.16	100.0	81.77	12.44	5	0
G3_D1_1729	67.49	100.0	83.25	11.32	5	0
G3_D1_1727	86.08	100.0	92.17	4.72	5	0
G3_D1_1728	85.92	100.0	91.57	5.14	5	0
G3_D1_1725	80.36	100.0	90.27	7.3	5	0
G3_D1_1726	77.87	100.0	87.27	8.43	5	0
G3_D1_1732	46.72	100.0	77.32	20.66	5	0
G3_D1_1733	65.85	100.0	85.18	13.4	5	0
G3_D1_1734	66.94	100.0	85.07	12.61	5	0
G3_D1_1735	60.63	100.0	82.68	15.07	5	0
G3_D1_1730	56.72	100.0	79.76	16.23	5	0
G3_D1_1731	60.67	100.0	82.53	14.74	5	0
G3_D1_1736	39.69	100.0	71.21	23.0	4	1
G3_D1_1737	36.3	100.0	73.41	25.99	0	5
G3_D1_1739	26.05	100.0	61.62	27.18	0	5
G3_D1_1246	37.84	100.0	65.22	23.55	0	5
G3_D1_1244	33.33	100.0	64.36	24.16	0	5
G3_D1_1254	61.11	100.0	78.76	14.68	5	0
G3_D1_1788	78.5	100.0	88.0	7.57	0	5
G3_D1_1799	67.91	100.0	82.49	12.07	5	0
G3_D1_1798	67.8	100.0	82.78	12.04	5	0
G3_D1_1266	43.85	100.0	62.79	22.57	5	0
G3_D1_1765	69.09	100.0	86.6	11.35	4	1
G3_D1_1764	45.56	100.0	70.42	21.03	0	5
